scenario,run_id,run_folder,mean_epoch_training_time_seconds,total_training_time_seconds,mean_training_throughput_samples_sec,mean_data_loading_latency_sec_batch,mean_compute_time_sec_batch,total_validation_time_seconds,mean_validation_time_seconds,mean_validation_throughput_samples_sec,final_val_accuracy,final_val_loss,best_val_accuracy,total_cloud_read_time_seconds,total_s3_mb_downloaded_during_epochs,mean_cloud_read_time_sec_batch,cache_warmup_time_seconds,cache_warmup_s3_bytes_downloaded,cache_warmup_s3_megabytes_downloaded,cache_warmup_files_downloaded,cache_warmup_files_already_cached,train_cache_hit_ratio,val_cache_hit_ratio,cache_hits,cache_misses,mean_cache_read_time_sec_batch,validation_mean_cache_read_time_sec_batch,total_s3_mb_downloaded_including_warmup,end_to_end_time_seconds,invalid_gpu_utilization_rows,mean_gpu_utilization_full_log_percent,median_gpu_utilization_full_log_percent,gpu_idle_ratio_full_log_percent,gpu_full_log_sample_count,gpu_full_log_duration_seconds,mean_gpu_utilization_percent,median_gpu_utilization_percent,gpu_idle_ratio_percent,gpu_comparison_window_method,gpu_phase_detection_status,gpu_activity_threshold_percent,gpu_training_phase_start,gpu_training_phase_end,mean_gpu_utilization_training_phase_percent,median_gpu_utilization_training_phase_percent,gpu_idle_ratio_training_phase_percent,gpu_training_phase_sample_count,gpu_training_phase_duration_seconds,mean_gpu_memory_used_mib,max_gpu_memory_used_mib,invalid_gpu_memory_rows,mean_docker_cpu_percent,max_docker_cpu_percent,invalid_docker_cpu_rows,mean_docker_memory_percent,max_docker_memory_percent,invalid_docker_memory_rows,mean_host_cpu_used_percent,max_host_cpu_used_percent,invalid_host_cpu_rows,mean_host_memory_used_mb,max_host_memory_used_mb,invalid_host_memory_rows,estimated_cache_warmup_end,mean_gpu_utilization_post_warmup_percent,median_gpu_utilization_post_warmup_percent,gpu_idle_ratio_post_warmup_percent,gpu_post_warmup_sample_count,gpu_post_warmup_duration_seconds
B,3,run_3_B,3517.5282980079064,7035.056596015813,28.4314214164669,4.435642054727863,0.062293153168940796,709.0860054662917,354.54300273314584,28.206750225672693,0.6617,2.1020496212005617,0.6617,27458.673832509667,370.89344787597656,17.556696823855283,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7744.1426014821045,0,1.1887179487179487,0.0,97.52564102564104,7800,7802.16,1.1887179487179487,0.0,97.52564102564104,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-23T23:05:13.755000,2026-05-24T01:13:27.817000,1.2052782111284452,0.0,97.49089963598544,7692,7694.062,4903.6069230769235,4936.0,0,13.104060174700745,98.21,0,4.168637981235846,5.2,0,4.143672121303108,11.0,0,4034.4548866536556,4547.0,0,,,,,,
B,4,run_4_B,3538.0635365404887,7076.127073080977,28.271311686921436,4.458246234560544,0.0659566680067683,739.1927784050349,369.59638920251746,27.072403567675725,0.6515,2.1193720504760742,0.6515,27663.36699493113,370.89344787597656,17.687574804943175,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7815.319851486012,0,1.05401626842908,0.0,97.95373665480427,7868,7870.605,1.05401626842908,0.0,97.95373665480427,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-24T01:18:35.908000,2026-05-24T03:28:19.473000,1.0654157563295206,0.0,97.9308572162961,7781,7783.565,4905.131164209456,4936.0,0,12.92051635663887,186.37,0,4.534573444515715,5.35,0,4.136011904761904,31.0,0,4115.9440476190475,4616.0,0,,,,,,
B,5,run_5_B,3559.318431994994,7118.636863989988,28.097751625049337,4.48651053906401,0.06490132623576005,730.9673340590671,365.48366702953354,27.362109390713037,0.6606,2.1020853340148924,0.6606,27794.702877653064,370.89344787597656,17.771549154509632,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7849.604198049055,0,1.1470290771175726,0.0,97.7370417193426,7910,7912.368,1.1470290771175726,0.0,97.7370417193426,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-24T10:09:37.632000,2026-05-24T12:19:35.945000,1.1612365315546433,0.0,97.70395074397126,7796,7798.313,4899.655625790139,4938.0,0,13.10081658692185,143.9,0,4.436848484848484,5.55,0,4.1262768319763135,13.0,0,4592.794670614359,5265.0,0,,,,,,
B,6,run_6_B,3562.276197805535,7124.55239561107,28.07199485395124,4.489172845046468,0.06601793795292285,736.2385246879421,368.11926234397106,27.196637867246537,0.6493,2.133805804443359,0.6493,27777.33757399465,370.89344787597656,17.760446019178165,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7860.790920299012,0,1.1740394337714863,0.0,97.99039433771486,7912,7914.419,1.1740394337714863,0.0,97.99039433771486,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-24T12:49:59.883000,2026-05-24T14:59:35.235000,1.1931043355203912,0.0,97.95445773832498,7773,7775.352,4906.178210313448,4938.0,0,13.049004784688996,278.02,0,4.501307814992026,5.54,0,4.136895071777416,13.0,0,4814.781559863844,5395.0,0,,,,,,
B,7,run_7_B,3519.5257422925206,7039.051484585041,28.41677538636992,4.439536465188551,0.06101110784436365,715.2629085979424,357.6314542989712,27.962357449828446,0.664,2.09739455947876,0.664,27415.411489404272,370.89344787597656,17.529035479158743,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7754.314393182984,0,1.2564365313180479,0.0,97.52785961316766,7807,7809.176,1.2564365313180479,0.0,97.52785961316766,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-24T15:12:47.325000,2026-05-24T17:20:36.444000,1.277814008086605,0.0,97.48271814268945,7667,7669.119,4904.973485333675,4938.0,0,12.72792501616031,97.56,0,4.398164188752424,5.44,0,4.1372019793072425,12.0,0,5443.168990853202,6438.0,0,,,,,,
B,8,run_8_B,3499.537036294001,6999.074072588002,28.578479519249164,4.412294951421917,0.06270967320288355,702.7980040679686,351.3990020339843,28.459290198128453,0.6429,2.1617396064758303,0.6429,27324.55727350968,370.89344787597656,17.470944548279846,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7701.872076655971,0,1.2437483887599896,0.0,97.35756638308843,7758,7760.122,1.2437483887599896,0.0,97.35756638308843,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-24T17:30:47.984000,2026-05-24T19:32:37.937000,1.3003557744937055,0.0,97.19485495347564,7308,7309.953,4903.36091776231,4938.0,0,12.179782113821139,97.93,0,4.425365853658537,5.36,0,4.129601689800845,13.0,0,5884.328605914303,6412.0,0,,,,,,
B,9,run_9_B,3531.855802097125,7063.71160419425,28.31378930351881,4.451192879565972,0.0651384511309892,720.6593767141458,360.3296883570729,27.753103581073333,0.668,2.078526315689087,0.668,27584.372385126306,370.89344787597656,17.637066742408123,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7784.370980908396,0,1.1931122448979592,0.0,97.6658163265306,7840,7842.332,1.1931122448979592,0.0,97.6658163265306,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-24T20:20:38.529000,2026-05-24T22:28:21.784000,1.2173345516251142,0.0,97.6112779010573,7661,7663.255,4903.704591836735,4936.0,0,11.935432893466366,174.83,0,4.417524943675572,5.41,0,4.1347962382445145,12.0,0,6005.23645320197,6547.0,0,,,,,,
B,10,run_10_B,3566.1430296199396,7132.286059239879,28.06563703758978,4.493169980929764,0.0670100379908812,708.4671188092325,354.23355940461624,28.231003877313398,0.6587,2.1040180763244627,0.6587,27869.443739299197,370.89344787597656,17.81933742921943,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7840.753178049112,0,1.3568985176738884,0.0,97.54212593437222,7893,7895.301,1.3568985176738884,0.0,97.54212593437222,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-24T22:58:08.614000,2026-05-25T01:08:21.877000,1.369606964537191,0.0,97.51632313404174,7811,7813.263,4907.953376409477,4938.0,0,11.908136189258313,97.94,0,4.641393861892583,5.62,0,4.142369865045232,10.0,0,5989.991250185378,6513.0,0,,,,,,
B,11,run_11_B,3525.758118125028,7051.516236250056,28.37578811570117,4.441194322794769,0.0673434586802204,741.3870716199744,370.6935358099872,26.976618869770363,0.6605,2.087152682495117,0.6605,27534.504062072603,370.89344787597656,17.605181625366114,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7792.90330787003,0,1.3078883649802473,0.0,97.56594877023066,7847,7849.793,1.3078883649802473,0.0,97.56594877023066,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-25T01:14:15.053000,2026-05-25T03:22:24.714000,1.335111226746455,0.0,97.51528554702745,7687,7689.661,4904.09787179814,4938.0,0,12.1043922829582,98.04,0,4.4426591639871384,5.58,0,4.143027591349739,14.0,0,5973.220283370619,6687.0,0,,,,,,
B,12,run_12_B,3618.7230497469427,7237.446099493885,27.634286738697433,4.566294767924518,0.0611190248625841,728.6339878770523,364.31699393852614,27.454127381107327,0.6547,2.1154627902984617,0.6547,28354.336003519362,370.89344787597656,18.12937084624,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7966.080087370938,0,1.169430245605286,0.0,97.36940531105847,8021,8023.115,1.169430245605286,0.0,97.36940531105847,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-25T10:44:12.719000,2026-05-25T12:55:32.772000,1.188118811881188,0.0,97.32165524244732,7878,7880.053,4905.163695299838,4936.0,0,11.833095312991508,97.52,0,4.2389776659326825,5.16,0,4.1247810858143605,13.0,0,5991.004524226503,6472.0,0,,,,,,
B,13,run_13_B,3704.834230251028,7409.668460502056,26.991802176277883,4.675298328956832,0.06223035994720645,747.6728601891082,373.8364300945541,26.760037296422745,0.6552,2.102074604034424,0.6552,28976.128718585707,370.89344787597656,18.52693652083485,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8157.341320691165,0,1.104128607964925,0.0,97.58860065765437,8211,8213.427,1.104128607964925,0.0,97.58860065765437,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-25T13:19:13.781000,2026-05-25T15:32:51.129000,1.1283842794759826,0.0,97.5296319401123,8015,8017.348,4906.365119961028,4936.0,0,11.402562999385372,97.64,0,4.305076828518746,5.36,0,4.126870990734141,14.0,0,5964.7213114754095,6507.0,0,,,,,,
B,14,run_14_B,3666.8742292413954,7333.748458482791,27.273291564173213,4.622602759624499,0.06638806632733625,721.397610228043,360.6988051140215,27.728041236958965,0.655,2.12291648979187,0.655,28610.197021601954,370.89344787597656,18.292964847571582,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8055.146068710834,0,1.1655980271270037,0.0,97.81750924784217,8110,8112.645,1.1655980271270037,0.0,97.81750924784217,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-25T15:43:07.003000,2026-05-25T17:55:41.583000,1.1886317907444668,0.0,97.77414486921529,7952,7954.58,4905.908508014796,4938.0,0,11.692255756067206,166.61,0,4.536465463596764,5.5,0,4.128301342185019,13.0,0,5925.534709193245,6475.0,0,,,,,,
B,15,run_15_B,3567.741525212419,7135.483050424838,28.029538720246798,4.492808214775995,0.06942101154173305,725.1251511729788,362.5625755864894,27.58370559788021,0.6542,2.119398720550537,0.6542,27876.67638389254,370.89344787597656,17.82396188228423,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7860.608201597817,0,1.1899166034874906,0.0,97.99090219863533,7914,7916.766,1.1899166034874906,0.0,97.99090219863533,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-25T18:15:46.040000,2026-05-25T20:25:58.759000,1.203585147247119,0.0,97.9641485275288,7810,7812.719,4905.730351276219,4936.0,0,12.207896079056423,98.08,0,4.310044628626076,5.32,0,4.136202307009761,13.0,0,5928.304643596569,6543.0,0,,,,,,
B,16,run_16_B,3631.004575844039,7262.009151688078,27.541707200437585,4.5819356914650164,0.06118489784034335,758.7720496510155,379.3860248255078,26.440895015344417,0.6582,2.10502313079834,0.6582,28451.618539105635,370.89344787597656,18.191571955949893,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8020.781201339094,0,1.1985221674876847,0.0,97.41379310344827,8120,8122.162,1.1985221674876847,0.0,97.41379310344827,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-25T20:32:09.301000,2026-05-25T22:44:33.351000,1.222488038277512,0.0,97.35582976580206,7942,7944.05,4904.323152709359,4936.0,0,11.659011808576755,97.86,0,4.1818458669981355,5.05,0,4.1231079717457115,13.0,0,5928.779731872567,6457.0,0,,,,,,
B,17,run_17_B,3602.3322120044613,7204.664424008923,27.762431834430593,4.541416438920793,0.06503822182155095,715.8655272610486,357.9327636305243,27.93974854212331,0.6633,2.0916057399749755,0.6633,28139.837284331676,370.89344787597656,17.992223327577797,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,7920.529951269971,0,1.1470477623166604,0.0,97.63068822865739,7977,7979.335,1.1470477623166604,0.0,97.63068822865739,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-25T22:54:54.984000,2026-05-26T01:03:05.160000,1.1802809573361082,0.0,97.54162330905307,7688,7690.176,4902.4613263131505,4936.0,0,11.94484340398608,97.82,0,4.483397658968681,5.35,0,4.13707073671852,29.0,0,6015.377751687702,6795.0,0,,,,,,
B,18,run_18_B,3665.3292243069736,7330.658448613947,27.283339656742832,4.616745258481099,0.07027611394277039,752.368648679927,376.1843243399635,26.59885665823201,0.6591,2.096685300064087,0.6591,28581.532105556922,370.89344787597656,18.274636896136144,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8083.027097293874,0,1.1446656833824975,0.0,98.03343166175024,8136,8138.988,1.1446656833824975,0.0,98.03343166175024,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-26T01:19:55.451000,2026-05-26T03:33:27.386000,1.160694219003621,0.0,98.00224747159446,8009,8011.935,4906.941494591937,4938.0,0,11.797589950372208,202.47,0,4.692782258064516,5.45,0,4.128920863309353,25.0,0,5981.7348201438845,6443.0,0,,,,,,
B,19,run_19_B,3847.3257418309804,7694.651483661961,25.99219153417308,4.848426469781226,0.07117632821278494,789.9961366509087,394.99806832545437,25.319784666583573,0.6641,2.086982736968994,0.6641,29310.65078189713,370.89344787597656,18.740825308118367,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8484.64762031287,0,8.643793911007025,0.0,87.72833723653396,8540,8547.329,8.643793911007025,0.0,87.72833723653396,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-26T10:08:34.905000,2026-05-26T12:28:06.139000,8.820301291248207,0.0,87.4701099952176,8364,8371.234,5678.812412177986,23319.0,0,24.406042350134207,113.95,0,4.466564270802267,5.54,0,2.8876482903000698,47.0,0,5717.440614096301,28102.0,0,,,,,,
B,20,run_20_B,3848.483243258437,7696.966486516874,25.988372615166497,4.857421972688533,0.06381433020950865,751.3798473889474,375.6899236944737,26.63914166750181,0.6557,2.1122095832824708,0.6557,29455.059630352538,370.89344787597656,18.833158331427455,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8448.346333905822,0,1.08646175504458,0.0,97.71234162365087,8524,8528.522,1.08646175504458,0.0,97.71234162365087,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-26T12:34:32.824000,2026-05-26T14:51:37.158000,1.1150851581508516,0.0,97.62773722627736,8220,8224.334,4905.245893946504,4936.0,0,22.1343270665473,180.9,0,4.435798269173381,5.4,0,2.8512684694730974,12.0,0,4598.184973515473,5314.0,0,,,,,,
B,21,run_21_B,3948.1826254500775,7896.365250900155,25.32818493328212,4.981327875618689,0.06741047115645746,773.5581392112654,386.7790696056327,25.86234075797096,0.655,2.115623636627197,0.655,29758.19116827543,370.89344787597656,19.026976450303984,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8669.92339011142,0,1.1957119926622335,0.0,97.85599633111671,8722,8727.366,1.1957119926622335,0.0,97.85599633111671,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-26T15:21:14.119000,2026-05-26T17:44:59.386000,1.207308584686775,0.0,97.83062645011601,8620,8625.267,4905.943820224719,4936.0,0,30.07127310061602,148.9,0,4.454001173364623,5.37,0,1.8986505095015147,10.0,0,4023.2434591021756,4265.0,0,,,,,,
B,22,run_22_B,3957.4135815398768,7914.8271630797535,25.269046092486125,4.994746890835776,0.06579219729697944,793.7801547369454,396.8900773684727,25.19596206321085,0.6621,2.0972466827392577,0.6621,29749.10906542139,370.89344787597656,19.021169479169686,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8708.607317816699,0,1.0548460661345496,0.0,97.99315849486887,8770,8774.943,1.0548460661345496,0.0,97.99315849486887,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-26T17:51:39.458000,2026-05-26T20:14:55.276000,1.0751949714817832,0.0,97.95134443021767,8591,8595.818,4907.492132269099,4938.0,0,29.86865480011672,99.02,0,4.382451123431573,5.38,0,1.8882803943044908,5.0,0,3641.184556407448,4182.0,0,,,,,,
B,23,run_23_B,4035.5697262359317,8071.1394524718635,24.782224498702348,5.092695872328849,0.06778992806002135,798.7787497858517,399.38937489292584,25.061345678702295,0.6579,2.094837377929688,0.6579,30489.693982864497,370.89344787597656,19.494689247355815,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8869.918202257715,0,1.062212756417442,0.0,97.95986996973434,8921,8926.161,1.062212756417442,0.0,97.95986996973434,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-27T09:22:00.730000,2026-05-27T11:47:40.717000,1.078992558672009,0.0,97.9164281625644,8735,8739.987,4907.168927250308,4936.0,0,29.31482214572576,98.01,0,4.453798049340218,5.37,0,1.8980883144857297,11.0,0,4131.107565966613,4932.0,0,,,,,,
B,24,run_24_B,3958.732567747473,7917.465135494946,25.261329879711358,4.995212208408781,0.06701115347430715,798.9005219631363,399.45026098156814,25.037037685416323,0.6593,2.1024114334106447,0.6593,29827.132892724825,370.89344787597656,19.071056836780585,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8716.365657458082,0,0.9826642335766423,0.0,98.04972627737226,8768,8773.255,0.9826642335766423,0.0,98.04972627737226,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-27T12:12:27.711000,2026-05-27T14:34:01.754000,1.0116621510189656,0.0,97.98562846036046,8489,8494.043,4905.031934306569,4936.0,0,29.661876824284878,98.07,0,4.432545242265032,5.36,0,1.9136986301369863,11.0,0,4406.13397260274,4936.0,0,,,,,,
B,25,run_25_B,3984.5747703175293,7969.149540635059,25.097246135259937,5.032284161077885,0.06298494915825685,799.4147065270226,399.7073532635113,25.03805260529205,0.6537,2.1068559940338134,0.6537,30071.14150853362,370.89344787597656,19.227072575788757,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8768.564247162081,0,1.0873213880698571,0.0,97.65252891812203,8818,8824.002,1.0873213880698571,0.0,97.65252891812203,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-27T14:50:04.011000,2026-05-27T17:07:53.566000,1.1579138431752178,0.0,97.49515972894483,8264,8269.555,4906.838738943071,4936.0,0,29.590664538595476,163.82,0,4.478261752756819,5.33,0,1.9004494075990739,31.0,0,4437.086749285033,4911.0,0,,,,,,
B,26,run_26_B,3957.3907771299127,7914.7815542598255,25.27296081578441,4.997007635632999,0.0634996611490974,806.5388413090259,403.26942065451294,24.798624889804017,0.6554,2.1016850479125977,0.6554,30191.547835131874,370.89344787597656,19.30405871811501,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8721.320395568851,0,1.1936880483080778,0.0,97.53902244502677,8777,8781.339,1.1936880483080778,0.0,97.53902244502677,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-27T17:55:40.462000,2026-05-27T20:19:49.728000,1.2114517061885484,0.0,97.50144592249855,8645,8649.266,4904.877065056397,4936.0,0,24.315708478513354,97.96,0,4.3932665505226485,5.34,0,2.524242835800625,23.0,0,4022.5806057313594,4619.0,0,,,,,,
B,27,run_27_B,3916.5860860350076,7833.172172070015,25.534207344438165,4.941218773016374,0.06710956400871279,780.6333095179871,390.31665475899354,25.632681215672825,0.6584,2.0998437545776367,0.6584,29461.055208322126,370.89344787597656,18.836991821177833,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8613.805481588002,0,1.215496368038741,0.0,97.68246281563474,8673,8678.114,1.215496368038741,0.0,97.68246281563474,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-27T22:12:03.127000,2026-05-28T00:33:29.089000,1.2418346893055063,0.0,97.62999646268129,8481,8485.962,4902.362273723049,4936.0,0,30.381678466076696,97.93,0,4.4148171091445425,5.34,0,1.898643035170313,9.0,0,3734.1442813625035,4243.0,0,,,,,,
B,28,run_28_B,3976.958095693495,7953.91619138699,25.14726753831507,5.019499428856991,0.0660337093487189,794.3699648890179,397.18498244450893,25.185062935398772,0.6527,2.133864478302002,0.6527,29950.418782706372,370.89344787597656,19.149884132165198,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8748.286156276008,0,1.1985235661555935,0.0,97.69449176604202,8805,8810.21,1.1985235661555935,0.0,97.69449176604202,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-28T09:05:10.061000,2026-05-28T11:23:20.882000,1.268163166787352,0.0,97.55008447984552,8286,8290.821,4903.506871095969,4938.0,0,29.647997675094448,97.87,0,4.620807904678872,5.57,0,1.8801309150415928,10.0,0,3745.90849584072,4292.0,0,,,,,,
B,29,run_29_B,3866.9068586924113,7733.813717384823,25.860650829201695,4.881535681554854,0.0632629170236737,758.6771445840131,379.3385722920066,26.361710094486853,0.6575,2.1047192657470704,0.6575,29185.153196785832,370.89344787597656,18.660583885412933,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8492.490861968836,0,1.1741724178266464,0.0,97.34471868054743,8549,8553.732,1.1741724178266464,0.0,97.34471868054743,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-28T12:38:20.932000,2026-05-28T14:59:00.588000,1.189922940130409,0.0,97.30883224659158,8435,8439.656,4903.02819043163,4936.0,0,30.580152648907514,98.02,0,4.147147560610596,5.18,0,1.9372102823430257,100.0,0,3724.336283185841,4299.0,0,,,,,,
B,30,run_30_B,3903.346554363962,7806.693108727924,25.61911438719624,4.924483590445522,0.06691453901766806,784.9917914259713,392.49589571298566,25.480227144035997,0.659,2.101828413772583,0.659,29386.96951116412,370.89344787597656,18.789622449593423,0.0,0.0,0.0,0.0,,,,,,,,370.89344787597656,8591.684900153894,0,0.9959518852648623,0.0,97.88341429562803,8646,8651.118,0.9959518852648623,0.0,97.88341429562803,first_to_last_active_sample,first_to_last_active_sample,20.0,2026-05-28T15:41:59.863000,2026-05-28T18:03:35.881000,1.0141326109998823,0.0,97.84477682251797,8491,8496.018,4904.835762202174,4936.0,0,30.17010654039657,98.07,0,4.443211009174312,5.37,0,1.8954311901124843,10.0,0,3768.632134425774,4282.0,0,,,,,,
C,1,run_1_C,46.51810034038499,93.03620068076998,2150.0454260465513,0.00091882046911135,0.05814868599519395,4.289025647100061,2.1445128235500306,4668.142139626515,0.6588,2.1113752670288086,0.6588,0.0,0.0,0.0,1000.7589809037744,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.00223222789187885,0.0023485915499585498,203.9572992324829,1098.0842072316445,0,8.087370242214533,0.0,91.78200692041523,1156,1155.734,8.087370242214533,0.0,91.78200692041523,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T00:46:32.430000,2026-06-07T00:48:11.519000,93.41,99.0,5.0,100,99.089,509.22231833910035,4950.0,0,117.3059201773836,1793.8,0,3.230509977827051,25.1,0,4.581685744016649,57.0,0,2754.418314255983,8716.0,0,2026-06-07T00:45:53.553980904,60.31612903225806,99.0,38.70967741935484,155.0,154.129
C,2,run_2_C,46.71918576746248,93.43837153492495,2140.979691170175,0.0011661476396080499,0.0580936214884223,4.289898499846458,2.144949249923229,4673.279324253983,0.6556,2.093353422164917,0.6556,0.0,0.0,0.0,989.955337568652,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.00219340306615015,0.0023685525248085997,203.9572992324829,1087.6836076034233,0,7.900599828620394,0.0,91.9451585261354,1167,1166.75,7.900599828620394,0.0,91.9451585261354,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T01:16:50.379000,2026-06-07T01:18:35.493000,86.94339622641509,99.0,11.320754716981133,106,105.114,581.5467009425878,4950.0,0,113.87085714285713,1705.79,0,3.526483516483517,24.76,0,4.608247422680412,55.0,0,2839.0,8719.0,0,2026-06-07T01:16:08.715337569,52.090395480225986,99.0,46.89265536723164,177.0,176.155
C,3,run_3_C,46.73330668872222,93.46661337744445,2140.3540644672194,0.00129669808122845,0.0581158267529419,4.363590416032821,2.1817952080164105,4589.644046441372,0.652,2.120911460113525,0.652,0.0,0.0,0.0,963.7180778798648,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.00217188059178455,0.002249537513273,203.9572992324829,1061.548281673342,0,8.460373998219056,0.0,91.45146927871772,1123,1122.7,8.460373998219056,0.0,91.45146927871772,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T01:35:54.100000,2026-06-07T01:37:33.165000,94.92,99.0,4.0,100,99.065,544.6634016028495,4950.0,0,122.6722602739726,1752.99,0,3.4151141552511413,26.57,0,4.689174705251876,56.0,0,2813.7395498392284,8741.0,0,2026-06-07T01:35:16.225077880,59.75471698113208,99.0,39.62264150943396,159.0,158.129
