scenario,run_id,run_folder,mean_epoch_training_time_seconds,total_training_time_seconds,mean_training_throughput_samples_sec,mean_data_loading_latency_sec_batch,mean_compute_time_sec_batch,total_validation_time_seconds,mean_validation_time_seconds,mean_validation_throughput_samples_sec,final_val_accuracy,final_val_loss,best_val_accuracy,total_cloud_read_time_seconds,total_s3_mb_downloaded_during_epochs,mean_cloud_read_time_sec_batch,cache_warmup_time_seconds,cache_warmup_s3_bytes_downloaded,cache_warmup_s3_megabytes_downloaded,cache_warmup_files_downloaded,cache_warmup_files_already_cached,train_cache_hit_ratio,val_cache_hit_ratio,cache_hits,cache_misses,mean_cache_read_time_sec_batch,validation_mean_cache_read_time_sec_batch,total_s3_mb_downloaded_including_warmup,end_to_end_time_seconds,invalid_gpu_utilization_rows,mean_gpu_utilization_full_log_percent,median_gpu_utilization_full_log_percent,gpu_idle_ratio_full_log_percent,gpu_full_log_sample_count,gpu_full_log_duration_seconds,mean_gpu_utilization_percent,median_gpu_utilization_percent,gpu_idle_ratio_percent,gpu_comparison_window_method,gpu_phase_detection_status,gpu_activity_threshold_percent,gpu_training_phase_start,gpu_training_phase_end,mean_gpu_utilization_training_phase_percent,median_gpu_utilization_training_phase_percent,gpu_idle_ratio_training_phase_percent,gpu_training_phase_sample_count,gpu_training_phase_duration_seconds,mean_gpu_memory_used_mib,max_gpu_memory_used_mib,invalid_gpu_memory_rows,mean_docker_cpu_percent,max_docker_cpu_percent,invalid_docker_cpu_rows,mean_docker_memory_percent,max_docker_memory_percent,invalid_docker_memory_rows,mean_host_cpu_used_percent,max_host_cpu_used_percent,invalid_host_cpu_rows,mean_host_memory_used_mb,max_host_memory_used_mb,invalid_host_memory_rows,estimated_cache_warmup_end,mean_gpu_utilization_post_warmup_percent,median_gpu_utilization_post_warmup_percent,gpu_idle_ratio_post_warmup_percent,gpu_post_warmup_sample_count,gpu_post_warmup_duration_seconds
C,4,run_4_C,46.54870477109216,93.09740954218432,2148.5763781704973,0.00107841183791105,0.05800299849623185,4.245674596633762,2.122837298316881,4719.603964528542,0.6561,2.104590014648437,0.6561,0.0,0.0,0.0,947.2813600255176,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.00222080621137125,0.0023739038984279,203.9572992324829,1044.6244441643357,0,8.48340807174888,0.0,91.39013452914799,1115,1114.655,8.48340807174888,0.0,91.39013452914799,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T01:54:40.886000,2026-06-07T01:56:19.946000,94.57,99.0,4.0,100,99.06,526.3677130044844,4950.0,0,119.20018390804596,1736.81,0,3.294735632183908,26.12,0,4.798274002157497,57.0,0,2791.5048543689322,8705.0,0,2026-06-07T01:53:49.582360026,56.30357142857143,99.0,42.857142857142854,168.0,167.099
C,5,run_5_C,46.82742613134906,93.65485226269811,2135.8441697542485,0.00139663445011795,0.058026527529201205,4.505330452695489,2.2526652263477445,4449.797495938274,0.6517,2.0971249279022217,0.6517,0.0,0.0,0.0,968.0583163341508,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022499978609616,0.00236442945661795,203.9572992324829,1066.2184990495443,0,8.179555555555556,0.0,91.73333333333333,1125,1124.656,8.179555555555556,0.0,91.73333333333333,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T02:13:31.506000,2026-06-07T02:15:10.575000,91.87,99.0,7.000000000000001,100,99.069,521.7315555555556,4950.0,0,118.83342465753424,1744.81,0,3.2811187214611874,23.36,0,4.773019271948608,56.0,0,2781.461456102784,8622.0,0,2026-06-07T02:12:51.986316334,58.611464968152866,99.0,40.76433121019109,157.0,156.102
C,6,run_6_C,46.83085608575493,93.66171217150986,2136.236904331134,0.0012477472733558501,0.0583274822957251,4.436293717008084,2.218146858504042,4515.57942034748,0.6508,2.126782866668701,0.6508,0.0,0.0,0.0,1017.6434968542308,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022826312327771,0.0022952453810956997,203.9572992324829,1115.7415027427487,0,7.909168081494058,0.0,91.93548387096774,1178,1177.711,7.909168081494058,0.0,91.93548387096774,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T02:33:17.428000,2026-06-07T02:34:56.504000,93.05,99.0,5.0,100,99.076,498.4363327674024,4950.0,0,117.28960784313726,1666.31,0,3.191546840958605,22.57,0,4.649284253578732,57.0,0,2752.530674846626,8684.0,0,2026-06-07T02:32:33.446496854,58.23125,99.0,40.625,160.0,159.112
C,7,run_7_C,46.738631698535755,93.47726339707151,2140.0625274729164,0.0014114533947028,0.057992522461254,4.433909161947668,2.216954580973834,4528.49950530767,0.6532,2.102664864730835,0.6532,0.0,0.0,0.0,992.821330237668,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.00220564409466385,0.00222559683201715,203.9572992324829,1090.7325027966872,0,7.941227312013829,0.0,91.961970613656,1157,1156.714,7.941227312013829,0.0,91.961970613656,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T02:52:39.241000,2026-06-07T02:54:18.313000,91.75,99.0,7.000000000000001,100,99.072,509.20311149524633,4950.0,0,117.80658536585366,1344.64,0,3.266053215077606,24.85,0,4.765868886576483,57.0,0,2761.697190426639,8728.0,0,2026-06-07T02:51:53.431330238,56.02439024390244,99.0,43.292682926829265,164.0,163.11
C,8,run_8_C,46.781633511185646,93.56326702237129,2137.929281554949,0.00119002978109015,0.058174395997463046,4.48157300427556,2.24078650213778,4466.820241657806,0.6528,2.108111783599853,0.6528,0.0,0.0,0.0,983.687046859879,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022544940395275498,0.00225683626471245,203.9572992324829,1081.731886886526,0,8.096237970253718,0.0,91.68853893263342,1143,1142.695,8.096237970253718,0.0,91.68853893263342,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T03:11:50.081000,2026-06-07T03:13:30.151000,91.60396039603961,99.0,5.9405940594059405,101,100.07,515.8512685914261,4950.0,0,118.29096412556054,1772.92,0,3.25237668161435,25.34,0,4.747368421052632,56.0,0,2760.2536842105264,8307.0,0,2026-06-07T03:11:08.152046860,58.20125786163522,99.0,40.25157232704403,159.0,158.109
C,9,run_9_C,46.77472750120796,93.54945500241593,2138.633948868175,0.00137729071678535,0.05802752089131705,4.4191637500189245,2.2095818750094622,4532.295402625998,0.6552,2.122360308837891,0.6552,0.0,0.0,0.0,977.6310610957444,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.002191895086978,0.0022690893722627,203.9572992324829,1075.5996798481792,0,8.167106420404574,0.0,91.64467897977133,1137,1136.732,8.167106420404574,0.0,91.64467897977133,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T03:30:54.918000,2026-06-07T03:32:34.044000,92.82,99.0,5.0,100,99.126,516.269129287599,4950.0,0,116.9664189189189,1610.69,0,3.2703603603603604,25.99,0,4.59047619047619,58.0,0,2764.320634920635,8501.0,0,2026-06-07T03:30:11.953061096,58.40251572327044,99.0,40.25157232704403,159.0,158.16
C,10,run_10_C,46.4982910649851,92.9965821299702,2150.9402210830494,0.0009363425438247,0.0580835274668991,4.442765384912491,2.2213826924562454,4510.068217522576,0.6572,2.110020205307007,0.6572,0.0,0.0,0.0,969.561501765158,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.00222726951203185,0.00227447832297955,203.9572992324829,1067.0008492800407,0,8.384070796460177,0.0,91.50442477876106,1130,1129.691,8.384070796460177,0.0,91.50442477876106,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T03:49:50.521000,2026-06-07T03:51:29.618000,94.51,99.0,4.0,100,99.097,519.433628318584,4950.0,0,119.59086167800452,1793.65,0,3.2841043083900225,25.65,0,4.7092651757188495,57.0,0,2786.7220447284344,8568.0,0,2026-06-07T03:49:07.499501765,59.2125,99.0,40.0,160.0,159.132
C,11,run_11_C,46.75790663110092,93.51581326220185,2139.203716757348,0.00146422923996305,0.058006010411302406,4.40573086310178,2.20286543155089,4543.117099833225,0.6572,2.125416412353516,0.6572,0.0,0.0,0.0,1009.1234286990948,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022722880515005,0.00219960552286585,203.9572992324829,1107.0449728243984,0,7.832474226804123,0.0,92.09621993127148,1164,1163.721,7.832474226804123,0.0,92.09621993127148,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T11:44:11.622000,2026-06-07T11:45:49.685000,91.95959595959596,99.0,7.07070707070707,99,98.063,501.91752577319585,4950.0,0,114.12262114537445,1773.18,0,3.2405947136563875,23.43,0,4.597724922440538,57.0,0,2770.103412616339,8661.0,0,2026-06-07T11:43:33.097428699,58.81935483870968,99.0,40.64516129032258,155.0,154.136
C,12,run_12_C,46.74414197797887,93.48828395595774,2139.9028236916,0.0012553024112873,0.0581207277644497,4.3238078420981765,2.1619039210490882,4638.690611140173,0.6605,2.0965405490875244,0.6605,0.0,0.0,0.0,974.2277270066552,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.00224414218992435,0.0022890262741925,203.9572992324829,1072.039818804711,0,8.205648720211826,0.0,91.61518093556928,1133,1132.69,8.205648720211826,0.0,91.61518093556928,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T12:03:11.395000,2026-06-07T12:04:50.458000,92.93,99.0,5.0,100,99.063,515.1473962930273,4950.0,0,118.28828054298643,1768.11,0,3.282601809954752,22.63,0,4.766206163655686,56.0,0,2783.8129649309244,8836.0,0,2026-06-07T12:02:29.005727007,58.471698113207545,99.0,40.25157232704403,159.0,158.098
C,13,run_13_C,46.81110273255035,93.6222054651007,2136.7504548147563,0.0014939345752872498,0.0580247397539908,4.4458713829517365,2.2229356914758682,4509.151132405115,0.6608,2.103017007827759,0.6608,0.0,0.0,0.0,998.2236763299444,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.00223220982428045,0.00233360935191185,203.9572992324829,1096.2917531779967,0,8.025929127052722,0.0,91.78910976663785,1157,1156.797,8.025929127052722,0.0,91.78910976663785,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T12:22:35.205000,2026-06-07T12:24:14.316000,92.76,99.0,5.0,100,99.111,504.92999135695766,4950.0,0,114.14780487804879,1671.89,0,3.2404434589800446,22.07,0,4.566077003121748,57.0,0,2781.4984391259104,8471.0,0,2026-06-07T12:21:52.802676330,58.40251572327044,99.0,40.25157232704403,159.0,158.195
C,14,run_14_C,46.63904283614829,93.27808567229658,2144.6480087016434,0.00123051090238615,0.058091516775029,4.260177411139011,2.1300887055695057,4716.885432212321,0.6538,2.119453509140014,0.6538,0.0,0.0,0.0,982.4540301822126,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022303402400635,0.0023909136800307,203.9572992324829,1079.9922932656482,0,8.156552330694812,0.0,91.55672823218998,1137,1136.685,8.156552330694812,0.0,91.55672823218998,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T12:41:39.370000,2026-06-07T12:43:18.448000,92.74,99.0,4.0,100,99.078,513.7414248021108,4950.0,0,117.53114864864865,1762.65,0,3.2464864864864866,23.19,0,4.704761904761905,57.0,0,2780.708994708995,8366.0,0,2026-06-07T12:41:01.228030182,59.83225806451613,99.0,38.064516129032256,155.0,154.11
C,15,run_15_C,46.645846468396485,93.29169293679297,2144.2638881649964,0.0011158511891146,0.0579940680172675,4.476679929532111,2.2383399647660553,4468.201677061548,0.6515,2.120946949005127,0.6515,0.0,0.0,0.0,963.76919923909,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.00221976234971795,0.00239847456340825,203.9572992324829,1061.5375721054152,0,8.296888888888889,0.0,91.46666666666667,1125,1124.684,8.296888888888889,0.0,91.46666666666667,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T13:00:27.233000,2026-06-07T13:02:27.324000,77.12396694214875,99.0,20.66115702479339,121,120.091,534.9048888888889,4950.0,0,119.64154897494302,1532.03,0,3.343257403189066,22.94,0,4.798930481283422,100.0,0,2826.220320855615,8869.0,0,2026-06-07T12:59:46.409199239,57.975155279503106,99.0,40.37267080745342,161.0,160.113
C,16,run_16_C,46.71619073767215,93.4323814753443,2141.1836583087716,0.0013028417631764,0.05806063024995275,4.3999019507318735,2.1999509753659368,4551.033657184245,0.6636,2.091111502838135,0.6636,0.0,0.0,0.0,990.6385092954152,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022814925902944,0.0022622535618234,203.9572992324829,1088.4707927214913,0,8.105492589363557,0.0,91.6303400174368,1147,1146.693,8.105492589363557,0.0,91.6303400174368,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T13:19:44.082000,2026-06-07T13:21:41.154000,78.77966101694915,99.0,18.64406779661017,118,117.072,511.9293809938971,4950.0,0,115.47075892857141,1786.1,0,3.276517857142857,26.03,0,4.699895068205667,57.0,0,2777.6558237145855,8403.0,0,2026-06-07T13:19:05.099509295,59.59615384615385,99.0,38.46153846153847,156.0,155.096
C,17,run_17_C,46.662953505525365,93.32590701105073,2143.4038096357217,0.00110089519034945,0.05807481918697145,4.4505793447606266,2.2252896723803133,4503.908600958876,0.6527,2.1203785404205324,0.6527,0.0,0.0,0.0,983.467467923183,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022629438580878,0.0022927895335692,203.9572992324829,1081.2439542789944,0,8.099912357581069,0.0,91.76161262050833,1141,1140.715,8.099912357581069,0.0,91.76161262050833,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T13:38:52.560000,2026-06-07T13:40:31.659000,92.41,99.0,6.0,100,99.099,514.5749342681858,4950.0,0,116.2331011235955,1658.26,0,3.260359550561798,22.22,0,4.627637130801688,57.0,0,2795.4514767932487,8325.0,0,2026-06-07T13:38:11.420467923,58.49367088607595,99.0,40.50632911392405,158.0,157.137
C,18,run_18_C,46.82529458310455,93.6505891662091,2136.229279729976,0.0012645877470783499,0.0580770866174246,4.250077916774899,2.1250389583874494,4719.588701799937,0.6531,2.1138844867706297,0.6531,0.0,0.0,0.0,974.664793317672,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.00217595739293685,0.00222385958532645,203.9572992324829,1072.5654604006559,0,8.249116607773852,0.0,91.51943462897526,1132,1131.805,8.249116607773852,0.0,91.51943462897526,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T13:57:51.452000,2026-06-07T13:59:30.607000,93.2,99.0,4.0,100,99.155,519.9355123674911,4950.0,0,119.95371882086167,1575.39,0,3.26530612244898,23.1,0,4.752127659574468,57.0,0,2801.313829787234,8663.0,0,2026-06-07T13:57:10.477793318,59.47770700636943,99.0,38.853503184713375,157.0,156.193
C,19,run_19_C,46.57191792340018,93.14383584680036,2147.646843199499,0.0010332176929263,0.0581501724702827,4.3963838536292315,2.1981919268146157,4562.405962038693,0.6513,2.1198013801574707,0.6513,0.0,0.0,0.0,998.8507632738912,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022319862994191,0.0022348409630593502,203.9572992324829,1096.3909829743207,0,7.938634399308556,0.0,91.87554019014694,1157,1156.726,7.938634399308556,0.0,91.87554019014694,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T14:17:15.401000,2026-06-07T14:18:54.473000,91.84,99.0,6.0,100,99.072,508.78910976663786,4950.0,0,116.50137472283816,1723.34,0,3.2168514412416855,25.62,0,4.577523413111343,57.0,0,2760.369406867846,8335.0,0,2026-06-07T14:16:33.625763274,58.13291139240506,99.0,40.50632911392405,158.0,157.13
C,20,run_20_C,46.50089398515411,93.00178797030821,2150.8278054194047,0.00092383731713945,0.05810256361606455,4.420297110918909,2.2101485554594547,4536.739562866876,0.6558,2.099036865234375,0.6558,0.0,0.0,0.0,997.579087774735,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022535523553938,0.00226504239548415,203.9572992324829,1095.001172855962,0,7.9455488331892825,0.0,91.961970613656,1157,1156.731,7.9455488331892825,0.0,91.961970613656,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T14:36:38.492000,2026-06-07T14:38:17.553000,91.91,99.0,7.000000000000001,100,99.061,509.60414866032846,4950.0,0,118.02456762749446,1683.15,0,3.0575166297117518,22.34,0,4.609147609147609,57.0,0,2733.087318087318,9285.0,0,2026-06-07T14:35:56.413087775,57.45625,99.0,41.875,160.0,159.123
C,21,run_21_C,46.78647582954727,93.57295165909454,2137.538253249072,0.0012015851248470002,0.05810629133411375,4.435208033770323,2.2176040168851614,4511.708204305313,0.6511,2.11124991607666,0.6511,0.0,0.0,0.0,991.8758664117196,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022411192159937,0.00220752079511365,203.9572992324829,1089.8840261045843,0,8.030434782608696,0.0,91.82608695652173,1150,1149.69,8.030434782608696,0.0,91.82608695652173,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T14:59:30.580000,2026-06-07T15:01:09.646000,92.2,99.0,6.0,100,99.066,524.7608695652174,4950.0,0,119.32790178571427,1739.17,0,3.3070535714285714,22.77,0,4.774869109947644,56.0,0,2812.7350785340313,8554.0,0,2026-06-07T14:58:51.843866412,58.449367088607595,99.0,40.50632911392405,158.0,157.106
C,22,run_22_C,46.58447415358387,93.16894830716774,2146.991640764855,0.0010458958383453999,0.05809471138206345,4.490485684014857,2.2452428420074284,4455.48533580376,0.6546,2.1000096641540527,0.6546,0.0,0.0,0.0,1007.7112189796752,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.00224317425487995,0.0022494498481148,203.9572992324829,1105.370652970858,0,7.709487825356843,0.0,92.10747271200673,1191,1190.722,7.709487825356843,0.0,92.10747271200673,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T15:19:06.470000,2026-06-07T15:20:45.563000,91.82,99.0,6.0,100,99.093,594.4584382871536,4950.0,0,113.35663793103448,1761.03,0,3.606767241379311,26.83,0,4.583417593528817,55.0,0,2878.1425682507584,8633.0,0,2026-06-07T15:18:24.579218980,50.17486338797814,74.0,48.63387978142077,183.0,182.147
C,23,run_23_C,46.676380429416895,93.35276085883379,2143.038816641768,0.00104491367979,0.05813812799787485,4.381849172990769,2.1909245864953846,4573.750317605341,0.6603,2.0922034740448,0.6603,0.0,0.0,0.0,990.3076735502108,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022053064833826,0.0022858270426292,203.9572992324829,1088.0422835820355,0,8.088618592528237,0.0,91.74630755864466,1151,1150.75,8.088618592528237,0.0,91.74630755864466,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T15:38:46.732000,2026-06-07T15:40:47.833000,76.18852459016394,99.0,22.131147540983605,122,121.101,528.6203301476977,4950.0,0,116.33253897550111,1786.68,0,3.306570155902005,25.9,0,4.661442006269592,57.0,0,2788.748171368861,8534.0,0,2026-06-07T15:38:07.390673550,57.82608695652174,99.0,40.993788819875775,161.0,160.158
C,24,run_24_C,46.463441636646166,92.92688327329233,2152.6194899509055,0.0009659915823665001,0.05797761969853075,4.423473983071744,2.211736991535872,4532.382671899663,0.6586,2.0971485874176024,0.6586,0.0,0.0,0.0,972.9447212414816,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022867751186308,0.00228080284616705,203.9572992324829,1070.2950784978457,0,8.217429577464788,0.0,91.63732394366197,1136,1135.686,8.217429577464788,0.0,91.63732394366197,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T15:57:47.029000,2026-06-07T15:59:34.106000,86.3425925925926,99.0,12.037037037037036,108,107.077,552.9480633802817,4950.0,0,115.66065315315313,1720.63,0,3.403445945945945,22.68,0,4.661016949152542,57.0,0,2840.040254237288,8518.0,0,2026-06-07T15:57:08.373721241,57.26993865030675,99.0,41.717791411042946,163.0,162.108
C,25,run_25_C,46.602582815568894,93.20516563113779,2146.1472017929814,0.0009619552321146,0.058135426803337095,4.266157374251634,2.133078687125817,4702.770383451269,0.6618,2.1101564292907717,0.6618,0.0,0.0,0.0,997.327609341126,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022225451144768,0.00230672800194325,203.9572992324829,1094.7989323465154,0,8.03012048192771,0.0,91.82444061962134,1162,1161.723,8.03012048192771,0.0,91.82444061962134,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T16:17:13.870000,2026-06-07T16:19:19.986000,73.38582677165354,99.0,25.196850393700785,127,126.116,543.5697074010327,4950.0,0,115.50147902869757,1772.36,0,3.391788079470199,22.13,0,4.607253886010363,57.0,0,2847.2860103626945,8734.0,0,2026-06-07T16:16:35.590609341,56.551515151515154,99.0,42.42424242424242,165.0,164.144
C,26,run_26_C,46.62230671802536,93.24461343605071,2145.1669749170874,0.00109853255568435,0.0580974339734991,4.403427144978196,2.201713572489098,4547.161896884239,0.66,2.100810628890992,0.66,0.0,0.0,0.0,987.3546666619368,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022976814532209002,0.0022964892036552503,203.9572992324829,1085.0027072429657,0,8.044502617801047,0.0,91.62303664921467,1146,1145.711,8.044502617801047,0.0,91.62303664921467,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T16:36:36.027000,2026-06-07T16:38:33.129000,78.12711864406779,99.0,18.64406779661017,118,117.102,509.7565445026178,4950.0,0,116.64829977628634,1773.1,0,3.0421700223713644,23.94,0,4.703781512605042,56.0,0,2725.121848739496,7911.0,0,2026-06-07T16:35:54.772666662,57.9811320754717,99.0,39.62264150943396,159.0,158.126
C,27,run_27_C,46.84440861851908,93.68881723703817,2135.0904755029924,0.0014785587078417,0.058077597666396,4.419643142726272,2.209821571363136,4529.597545054088,0.6622,2.10072575302124,0.6622,0.0,0.0,0.0,977.4296550452708,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022253533530518,0.0021845797177026498,203.9572992324829,1075.5381154250354,0,8.16622691292876,0.0,91.73262972735267,1137,1136.679,8.16622691292876,0.0,91.73262972735267,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T16:55:40.275000,2026-06-07T16:57:19.342000,92.84,99.0,6.0,100,99.067,522.4415127528584,4950.0,0,120.6910158013544,1772.96,0,3.0899097065462753,24.08,0,4.746031746031746,56.0,0,2747.6285714285714,9273.0,0,2026-06-07T16:54:58.103655045,58.03125,99.0,41.25,160.0,159.102
C,28,run_28_C,46.716890862211585,93.43378172442317,2140.8290318702275,0.00113981151852105,0.0581157658784471,4.24609780870378,2.12304890435189,4712.712523843129,0.6578,2.10759294090271,0.6578,0.0,0.0,0.0,998.4234468792564,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0023173162013368004,0.00232342293462415,203.9572992324829,1096.1033264123835,0,8.08613264427218,0.0,91.81739879414297,1161,1160.704,8.08613264427218,0.0,91.81739879414297,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T17:15:06.262000,2026-06-07T17:16:45.342000,93.83,99.0,5.0,100,99.08,518.5167958656331,4950.0,0,118.26463576158942,1752.16,0,3.247682119205298,23.57,0,4.633160621761658,59.0,0,2806.5637305699483,8470.0,0,2026-06-07T17:14:23.073446879,57.59509202453988,99.0,41.717791411042946,163.0,162.118
C,29,run_29_C,46.963015204062685,93.92603040812537,2130.2967556113017,0.00125389708660995,0.05835425506835405,4.443021705374122,2.221510852687061,4511.53961814721,0.6649,2.0756454463958742,0.6649,0.0,0.0,0.0,1000.7167375548744,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022082823749078498,0.0022763647021182996,203.9572992324829,1099.0857896683738,0,7.867459643160577,0.0,92.01359388275276,1177,1176.7,7.867459643160577,0.0,92.01359388275276,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T17:34:48.494000,2026-06-07T17:36:32.567000,88.13333333333334,99.0,10.476190476190476,105,104.073,557.68054375531,4950.0,0,114.15882352941175,1681.08,0,3.454226579520697,24.13,0,4.572159672466735,57.0,0,2848.9457523029682,8637.0,0,2026-06-07T17:34:02.598737555,52.61363636363637,99.0,46.590909090909086,176.0,175.127
C,30,run_30_C,47.01017857994884,94.02035715989769,2127.5782374950422,0.0015360503472372999,0.05816604010105755,4.324501487892121,2.1622507439460605,4640.599845248434,0.6511,2.105214347839356,0.6511,0.0,0.0,0.0,988.9803460128604,213864729.0,203.9572992324829,110000.0,0.0,1.0,1.0,200000.0,0.0,0.0022576419044704997,0.0023520449412208003,203.9572992324829,1087.3252046606503,0,8.01213171577123,0.0,91.85441941074524,1154,1153.685,8.01213171577123,0.0,91.85441941074524,after_estimated_warmup_end_then_first_to_last_active_sample,first_to_last_active_sample,20.0,2026-06-07T17:54:19.322000,2026-06-07T17:55:58.386000,92.42,99.0,6.0,100,99.064,525.8483535528596,4950.0,0,117.0806,1733.68,0,3.321311111111111,25.95,0,4.646506777893639,55.0,0,2817.274244004171,8854.0,0,2026-06-07T17:53:34.692346013,56.03636363636364,98.0,43.03030303030303,165.0,164.099
